,date,employeeType,position,work_location,Location,summary,pro,con,overallStar,workLifeStar,cultureStar,careerOppStar,comBenefitsStar,srManagementStar,reviewLink
364,8-Oct-18,Current Employee,Expert,"Berkeley, CA",W,"""Amazing company!""","The values of the company are very closely related to my own, which makes working at Enjoy a great experience. 
The benefits and schedule are fantastic!","At times it can seam like the training is going on for too long, but this is due to how new my position is in the company. However, the training team is very open to feedback.",5,5,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW22852709.htm
365,9-Oct-18,Current Employee,Anonymous Employee,None,,"""Field expert""","Really good pay, friendly caring staff. 
The job does not demand not much of you. It’s a company that you can relay feedback to and there listen. 
You have the opportunity to choose which days you would.",There is not really many cons. The training can be a little bit repetitive if you have worked within technology before.,4,4,4,4,4,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW22862864.htm
366,8-Oct-18,Current Employee,Captain,None,,"""Great place, great people!""","You get to work with the latest technology, deliver, and set up on the same day. We work with great brands and the culture here is absolutely phenomenal. You get to be part of a small company that's rapidly growing.","I personally like the ever evolving culture, but some people don't like change and can't deal well with ambiguity.",5,5,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW22851578.htm
367,8-Oct-18,Current Employee,Field Expert,"Saint Louis, MO",MW,"""Fun but Stressful""",4 day weeks!  Great benefits and decent pay.  Really great people to work with!,"Snafus galore as it is a start up.  Somewhat unrealistic expectations about how much you can get done in a day.  More stress than I thought,",4,4,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW22853222.htm
368,12-Dec-18,Current Employee,Anonymous Employee,None,,"""Comfortable, fast pace, ever changing environment.""","Each day is different, and that keeps you on your toes.","Traffic, traffic, traffic. Chicago traffic is unbeatable",5,4,5,4,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW23800194.htm
369,8-Oct-18,Current Employee,Expert,"Memphis, TN",SE,"""Expert""","Friendly, employee focused company. Never feel negative vibes. Everyone is ready and willing to help each other have the best experience possible.","Training needs to be revamped, not a bad experience, but could be made more comprehensive.",5,5,5,4,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW22853006.htm
370,12-Jan-19,Current Employee,Expert,None,,"""Misleading Description and Confused Corporate Atmosphere""","Decent Pay for Easy Work
Company Vehicles and Phone","No Variety in Partners, Exclusively AT&T outside of holidays
Ineffective Procedural Rollout
Long Wait Time/No Response for Support
No Easy Employee Resource Access
Wasteful with Money, Cheap Incentives
Heavily Metrics Based framed as ""Competition""",1,2,3,4,1,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW24173870.htm
371,4-Dec-18,Current Employee,Anonymous Employee,None,,"""Expert""","Meet new people everyday, work with the most up to date phones in industry, good benefits","Can be a lot of driving, days are long",4,2,5,3,2,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW23700105.htm
372,22-Jan-19,Current Employee,Anonymous Employee,None,,"""Good""",Good culture positive atmosphere,Doesn’t pay that much. Retail .,3,3,4,None,None,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW24320225.htm
373,15-Oct-18,Current Employee,Expert,"Austin, TX",W,"""Expert""","Flexible scheduling, incredible training experience, fun place to work with great benefits.",I can’t think of anything negative to say - maybe the long hours but I also like the 4 day work week.,5,4,5,4,4,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW22962601.htm
374,11-Dec-18,Current Employee,Anonymous Employee,None,,"""Expert 50""",Kind environment that truly cares about you as an employee.,No cons at moment,5,5,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW23791095.htm
375,8-Oct-18,Current Employee,Expert,"Tampa, FL",SE,"""Love My Job!!""","Great environment, company that’s actually lives their values, and a lot of room for growth,",Clay is still wet. Changes happen often and rapidly if you can’t adapt quickly it might be a little hard for you.,5,5,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW22855551.htm
376,12-Dec-18,Current Employee,Expert,None,,"""Expert""",This is a great company,There aren’t that many cons,5,5,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW23801242.htm
377,8-Oct-18,Current Employee,Anonymous Employee,None,,"""Expert""","Flexible schedule, competitive pay, great benefits, ability to problem solve and work as a team.",Fast Growing company so they’re still figuring out some of the details.,5,5,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW22856039.htm
378,9-Oct-18,Current Employee,Fulfillment Lead,"Louisville, KY",SE,"""Fulfillment Lead""","-Steady, easy workflow
-Schedule Flexibility
-Opportunity to grow
-Awesome Job Overall
-Stock Option
-Incredible Benefits
-Work/Life Balance",#NAME?,5,5,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW22867807.htm
379,27-Aug-18,Former Employee,Anonymous Employee,None,,"""expert""",i'm wracking my brain to think of something kind to say. they offer health insurance.,where does one begin? extremely disorganized. experts are the least thought of within the company and we are the face of this brand. high turnover. the concept is great idea but they need more businesses. someone said on here they were essentially an uber driver for iphone deliveries. that's not far from the truth. but as long as you're okay with working with a startup and like to drive for miles and miles and miles then this is the job for you.,1,1,1,2,1,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW22189396.htm
380,5-Jun-18,Former Employee,Expert,"New York, NY",N,"""The Big Fish""","sort of flexible schedule/availability 
if you like to work alone, you have the option to...
freedom to do what you want, workshops, games, parties","micromanaging and nit-picking by Management
unreliable resources, apps crash, support team give attitudes and then report you
no one has answers to any of your questions, so do not ask, just say yes and do it.
the amount of equipment is very, very heavy",3,2,2,4,2,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW20900243.htm
381,30-Oct-18,Current Employee,Anonymous Employee,None,,"""👍🏼""","Good, fun, happy, cool, nice",There are not any cons,5,5,5,None,None,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW23194841.htm
382,8-Oct-18,Current Employee,Expert,"Salt Lake City, UT",W,"""Expert""",Excellent  So far,"So far no cons just yet,",5,4,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW22854757.htm
383,3-Sep-18,Former Employee,Expert,"New York, NY",N,"""Hired to solve problems. Trained to create them. Numbers are more important than people""","- Flexible hours (though that flexibility decreased greatly before I left)
- Free time between visits is conducive to working towards finding another job
- Teammates can be great to commiserate with
- Meet some interesting customers. Have great conversations about things other than iPhone cases. I made several friends out of customers and still keep in touch with a few","Company doesn't care about employees' health. Our mobile inventory van was an operations disaster that was loathed by every member of the team I spoke to, plenty of whom—including myself—expressed these feelings to management. When the van got in a wreck, sending my coworker to the hospital with a cut hand, the van went out of commission for less than a week before they sent it back out for a new product launch. Our complaints—and my coworker's injury—seem to have fallen on deaf ears.

Compliance issues with partners were ignored when convenient. One captain transported Magic Leap product in his personal vehicle, a violation of our contract with that company.

I started as a problem solver who helped people integrate technology into their lives. I ended up as a door-to-door phone case salesman who earned no commission. Instead of solving people's problems, I was trained to create problems that people didn't know they had: ""You sure your baby doesn't need an iPhone X? What about a DirecTV? Please?"" I often felt more like a used-car salesman than like an ""expert.""

I was consistently earning 5/5 star reviews from my customers, but was threatened with termination if I didn't attach enough add-a-lines, accessories, etc. It was a numbers game, not a people game. By the end of my employment, the expectation was that we were adding accessories (like a $40 screen protector) in 50% of visits.

The way I see it, we were hired because we deeply care about making people happy by solving their problems. That people-pleasing mentality was then exploited to drive sales.

Absolutely NO room for growth. Training almost never involved new technology. Rather, it involved motivational speeches to up-sell to Enjoyers more frequently. I'm leaving Enjoy off my résumé because I have nothing to show for my time there.

No raises. Whatever you accept in your offer is what you're gonna get. I was there for a year and never received a raise despite performance improvements and meeting goals set by management. In fact, I never heard of anyone receiving a raise except through promotion.

Attaching add-a-lines and accessories is key to the company's profitability, but that was not made clear to Experts till 4 months after I had joined. 

I was hired with the expectation that Experts reduce return rates on partners' products and give customers the warmest delivery experience possible. Instead, the job became about numbers and ""winning together,"" which essentially meant keeping the company afloat by attaching AT&T accessories and services to orders with no incentive structure. I'd have been more motivated selling Cutco knives.

Experts' freedoms were routinely removed without proper notice or explanation. For example, we were forced to move from 5 to 10 hour shifts with less than 2 weeks notice. 

Our Manhattan headquarters was moved to Brooklyn with one month's notice.  This doubled my commute from 30 minutes to 1 hour. The company was still renting the Manhattan location, but we couldn't have our Morning Huddles there, for some reason.

Morning Huddles were a waste of time: essentially a sales pep talk that only served to dampen morale by reminding us how sales-oriented our jobs had become.

The uniform is starting to include pants. It's 95 degrees in New York today.  115° in the 34th St.  Herald Square station. Pants are downright laughable.

Tense, toxic work environment. Would not recommend, despite how much flexibility there was between visits.",1,2,1,1,1,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW22289798.htm
